Review No.	Reviewer Name	Date	Verified Buyer	Title	Review
149	Alok	May 22, 2015	Yes	Awesome.. iPhone 6 plus	Great product, genuine with Apple warranty, must have for all who have a smarttphone in their shopping list. I personally opted for a bug screen phone since i owned a samsung Galaxy Note earlier. still 10 days with the beauty, but already giving me the return on my investment. Moreover got a good deal for a 128 gug version too. Battery backup is giving me early signs of weakness since i am a super heavy user of a smartphone for my business purposes. Well, lets wait and watch of whats more to unveil....
150	CK	May 22, 2015	Yes	best price for iphone 6 plus	best price for iphone 6 plus
151	pnk	May 18, 2015	Yes	i phone 6 plus 64 gb	i had i phone 5 and i prefered i phone 6 plus because of the added features and large screen// user friendly multitasking capabilities and fast downloads// mainly the large screen// the camera resolution astounding
152	Nicky R	May 18, 2015	Yes	Delivered within 28 hours!!	Got the Iphone 6 plus  in just 28 hours.Awesome phone.Its the first time i am using an iphone.surely it lives to its expectation. Its super fast.Dint hang even in single time. Superb battery life.And superb delivery by snapdeal..
153	deepak tiwari	May 18, 2015	Yes	no contact with me and give the delivery	This is very bad exprience for me
154	bala	May 18, 2015	Yes	iphone 6 +.  excellent phone	i was initially  sceptical  on this model of phone. at first sight it appears to be very big . on regular usage its very handy and comfortable. i struggled with volume and dialling issue post ios upgrade, following the net search, i could resolve them, some minor setup tweaks.overall its a very good phone. go for it without 2nd thought,if your budget permits.  i would also recommend otter box case for such precious investment .
155	nisha	May 18, 2015	Yes	this product is awsome	I love this product
156	D Joshi	May 18, 2015	Yes	Iphone 6 plus great phone	product is having perfect finish and good software and hardware interlinked. must buy.
157	Ankit	May 18, 2015	Yes	I would recommand everyone to buy Iphone from Snapdeal.	The product was in good shape while deleivered. The packing was good. It was deleivered before time:-)  Snapdeal is having good EMI option for Iphones as well as price mentioined here are also very cheap as comapare with other e-commerece sites.
158	shubham mehrotra	May 18, 2015	Yes	Perfect. It doesn't get any better	Awesome Iphone
